ds,trend,yhat,yhat_upper,yhat_lower,y
1972-09-16,5770.414268754238,2567.6604950389387,3511.0731312358344,1617.2202179665176,
1972-09-17,5770.813521571843,2510.208916360435,3469.0200624877357,1607.9253355370172,
1972-09-18,5771.212774389448,2497.382022597768,3478.8553139499318,1585.9432576028971,
1972-09-19,5771.612027207053,2533.4014635868202,3434.481107655195,1508.3334126255984,
1972-09-20,5772.011280024658,2621.7340288535142,3539.0275859994194,1579.8768139899507,
1972-09-21,5772.410532842263,2764.943454828962,3749.1479804611135,1807.6316460641901,
1972-09-22,5772.809785659868,2964.5611563649777,3938.011685590985,2081.032526304073,
1972-09-23,5773.209038477473,3220.980721759622,4105.248588008622,2245.1969798020396,
1972-09-24,5773.608291295078,3533.380412995009,4449.113832892593,2505.3639163366815,
1972-09-25,5774.007544112683,3899.677170043432,4815.700506045653,2992.869405060615,
1972-09-26,5774.406796930288,4316.514750218005,5249.895066642071,3425.226428740173,
1972-09-27,5774.806049747893,4779.287665024729,5673.044762155765,3826.3739652829136,
1972-09-28,5775.205302565498,5282.201535594111,6261.573212278098,4361.011523280968,
1972-09-29,5775.604555383102,5818.369403909278,6725.577207594838,4826.872599421856,
1972-09-30,5776.003808200707,6379.942442783073,7309.742839616389,5454.690305426954,
1972-10-01,5776.403061018312,6958.272435714134,7843.550437466414,5956.838025342942,
1972-10-02,5776.802313835917,7544.102381001691,8468.767225118268,6528.533240174512,
1972-10-03,5777.201566653523,8127.780644261327,9049.564929924254,7172.894909348513,
1972-10-04,5777.600819471128,8699.493269052731,9711.592496800924,7721.147220265701,
1972-10-05,5778.000072288732,9249.50838296485,10213.691720473793,8263.149429883493,
1972-10-06,5778.399325106337,9768.426128597937,10688.520288539932,8810.407936311254,
1972-10-07,5778.798577923942,10247.427223278468,11208.742153809751,9418.847898750044,
1972-10-08,5779.197830741547,10678.513120720316,11596.64326096867,9715.881342134939,
1972-10-09,5779.5970835591515,11054.730819331075,12001.529935581231,10117.239178120406,
1972-10-10,5779.9963363767565,11370.375636704868,12258.767929123193,10408.242047122732,
1972-10-11,5780.3955891943615,11621.165743359128,12541.214825423122,10545.997523518019,
1972-10-12,5780.794842011966,11804.382910386103,12705.107560525688,10908.438180761603,
1972-10-13,5781.1940948295705,11918.974759191635,12837.578642211298,10975.547321374495,
1972-10-14,5781.593347647176,11965.614785449929,12934.127623149638,10995.363420539534,
1972-10-15,5781.992600464781,11946.717537725555,12943.307453168996,10994.686215645666,
1972-10-16,5782.391853282386,11866.407533871985,12824.314053598566,10963.995804058593,
1972-10-17,5782.791106099991,11730.441762165632,12684.704904409562,10820.17855756854,
1972-10-18,5783.190358917595,11546.086903856627,12466.97021746423,10613.191274740067,
1972-10-19,5783.5896117352,11321.953692907027,12241.769763731956,10370.415295477942,
1972-10-20,5783.988864552805,11067.792060518113,11913.874745326928,10041.080206264947,
1972-10-21,5784.38811737041,10794.251860904924,11798.305111633821,9825.406829534031,
1972-10-22,5784.787370188015,10512.615006928292,11487.717702980268,9630.36732194665,
1972-10-23,5785.18662300562,10234.505728846547,11124.757465469538,9261.93107046416,
1972-10-24,5785.585875823225,9971.586379699631,10912.143686589394,8991.789380628457,
1972-10-25,5785.98512864083,9735.24672445362,10650.673595767004,8797.708439619788,
1972-10-26,5786.384381458435,9536.294950143392,10544.57981736157,8608.917980204938,
1972-10-27,5786.78363427604,9384.658709893656,10222.837995950586,8474.733094267724,
1972-10-28,5787.182887093645,9289.104360149064,10248.503303914,8340.713182289612,
1972-10-29,5787.58213991125,9256.98216945219,10172.607134811593,8313.521707185297,
1972-10-30,5787.981392728855,9294.004676856759,10237.416961352394,8366.01976295106,
1972-10-31,5788.38064554646,9404.064573019796,10387.481862596462,8515.757505130296,
1972-11-01,5788.779898364064,9589.097487557265,10603.243201947844,8663.851000360095,
1972-11-02,5789.179151181669,9848.993918121387,10742.662997704252,8874.71485739103,
1972-11-03,5789.578403999274,10181.563260306306,11116.898404112313,9227.117964504103,
1972-11-04,5789.977656816879,10582.551527206986,11525.586572845517,9688.570602280479,
1972-11-05,5790.376909634484,11045.712920447317,11990.506393059804,10145.992905253377,
1972-11-06,5790.776162452089,11562.93396984586,12472.101090960125,10660.904052604608,
1972-11-07,5791.175415269695,12124.407536462586,13063.716960555155,11172.72937373784,
1972-11-08,5791.5746680873,12718.85261310087,13675.20805399295,11782.887720779949,
1972-11-09,5791.973920904905,13333.77459549343,14211.389218688042,12372.793826411671,
1972-11-10,5792.37317372251,13955.759571901577,14908.607163788927,12968.341006501412,
1972-11-11,5792.772426540114,14570.795220685584,15519.678894300401,13596.300370275092,
1972-11-12,5793.171679357719,15164.610142036134,16140.54524453487,14212.120391589819,
1972-11-13,5793.570932175324,15723.022903712328,16692.593944422533,14810.87797028038,
1972-11-14,5793.970184992929,16232.291767589155,17246.389766263965,15338.061423981106,
1972-11-15,5794.369437810534,16679.455993940264,17615.0768353347,15704.997479590562,
1972-11-16,5794.768690628138,17052.659796810825,17950.461020412517,16125.55309911498,
1972-11-17,5795.167943445743,17341.450442869325,18278.518403009504,16360.013089314802,
1972-11-18,5795.567196263349,17537.042637296538,18451.519740706404,16640.881952786935,
1972-11-19,5795.966449080954,17632.5422066135,18594.277414707474,16682.983664578478,
1972-11-20,5796.365701898559,17623.123146851052,18571.96689463593,16616.525265976117,
1972-11-21,5796.764954716164,17506.15332769559,18462.086243497448,16577.996755841752,
1972-11-22,5797.164207533769,17281.265496132804,18225.004592530895,16356.929645441807,
1972-11-23,5797.563460351374,16950.371669859494,17909.457642671852,16000.581301719856,
1972-11-24,5797.962713168979,16517.62051183788,17509.877444302103,15570.018264130906,
1972-11-25,5798.3619659865835,15989.29879172649,16970.7375407804,15051.399317020589,
1972-11-26,5798.761218804188,15373.679525975478,16324.458501211553,14392.347780330967,
1972-11-27,5799.160471621793,14680.82080527402,15648.579717495983,13753.7815751342,
1972-11-28,5799.5597244393975,13922.320626796358,14807.456873152521,12948.663147094618,
1972-11-29,5799.9589772570025,13111.034213266848,14061.912793514311,12188.914726798605,
1972-11-30,5800.3582300746075,12260.761289193526,13211.753497759426,11243.283125039487,
1972-12-01,5800.7574828922125,11385.911569498756,12309.050889303007,10408.864229300874,
1972-12-02,5801.156735709817,10501.157275657271,11392.254110327185,9515.751165273006,
1972-12-03,5801.555988527422,9621.08181402615,10527.858879803582,8693.123953559678,
1972-12-04,5801.955241345027,8759.833821696131,9744.038557284788,7803.189774377004,
1972-12-05,5802.354494162632,7930.795605219633,8843.948753995626,6907.170582253955,
1972-12-06,5802.753746980237,7146.274572255915,8071.455842954584,6199.18557428704,
1972-12-07,5803.152999797842,6417.225597638509,7321.272983197409,5448.826847394165,
1972-12-08,5803.552252615447,5753.011392209374,6660.4759157131775,4823.805012718173,
1972-12-09,5803.951505433052,5161.206879554313,6058.856752559447,4163.38576892072,
1972-12-10,5804.350758250657,4647.452362346489,5628.666374679748,3678.2626492082127,
1972-12-11,5804.750011068262,4215.358910629439,5179.278886355666,3276.7657133797284,
1972-12-12,5805.149263885867,3866.4679667790506,4855.418283176511,2863.3007982139975,
1972-12-13,5805.548516703472,3600.2656762006127,4556.656117666418,2570.5371161504618,
1972-12-14,5805.947769521077,3414.2509604309316,4365.0483849721495,2391.225460842735,
1972-12-15,5806.347022338682,3304.054891723817,4298.096132934924,2388.1759966711893,
1972-12-16,5806.746275156287,3263.6075458058945,4266.759195470259,2285.1378411079736,
1972-12-17,5807.145527973891,3285.347240521284,4212.6534762612255,2296.3687024736378,
1972-12-18,5807.544780791496,3360.465947449645,4284.808491833436,2377.000386789537,
1972-12-19,5807.944033609101,3479.183721957631,4443.717235190184,2514.873469565715,
1972-12-20,5808.343286426706,3631.0442600698143,4500.353258800778,2727.1420563231727,
1972-12-21,5808.742539244311,3805.2231777261013,4797.220613441081,2856.5240471066154,
1972-12-22,5809.141792061916,3990.8403327866517,4925.987284283606,3027.1997515527305,
1972-12-23,5809.541044879521,4177.267479130948,5095.5616455422305,3184.153506194441,
1972-12-24,5809.940297697126,4354.422755089099,5294.261204334397,3453.0175590095673,
1972-12-25,5810.339550514731,4513.043958041545,5516.219202312031,3620.3685478310863,
1972-12-26,5810.738803332336,4644.933229487271,5632.5101516512805,3638.3038911981557,
1972-12-27,5811.138056149941,4743.166650114687,5700.0864434071,3772.0572469637705,
1972-12-28,5811.537308967546,4802.263296661471,5766.5396966257,3865.079053150959,
1972-12-29,5811.936561785151,4818.309510947893,5782.229521368889,3901.8648400231236,
1972-12-30,5812.335814602756,4789.035441725466,5728.521034635788,3839.5394209405486,
1972-12-31,5812.73506742036,4713.842304173471,5698.958252994088,3789.832315913668,
1973-01-01,5813.134320237965,4593.78022033302,5561.310058194226,3676.39373096103,
1973-01-02,5813.53357305557,4431.47791602398,5447.693160102899,3500.5083210835915,
1973-01-03,5813.932825873175,4231.026915699228,5144.744130371177,3285.689110451103,
1973-01-04,5814.33207869078,3997.8241576311584,4908.253259117827,3043.213904981779,
1973-01-05,5814.731331508385,3738.3781117217654,4711.7749654553545,2749.820991569578,
1973-01-06,5815.130584325991,3460.0844886478994,4358.162379270266,2523.748784439692,
1973-01-07,5815.529837143596,3170.9784540553915,4102.272223266478,2279.1419354587583,
1973-01-08,5815.9290899612,2879.4708824772865,3906.1647034421044,1927.8447984220181,
1973-01-09,5816.328342778805,2594.076585881797,3599.994793277684,1656.8943196268826,
1973-01-10,5816.72759559641,2323.142620932053,3235.107721680235,1367.6348894609596,
1973-01-11,5817.126848414015,2074.5847135287477,2994.645398288048,1163.8440111381574,
1973-01-12,5817.52610123162,1855.6395420888211,2834.0242068497414,877.8315691522026,
1973-01-13,5817.925354049225,1672.6401020082303,2642.9567382771916,693.2928582869364,
1973-01-14,5818.324606866829,1530.8206489108925,2452.061610864869,553.2752180274668,
1973-01-15,5818.723859684434,1434.1568094786826,2358.519793159182,487.0559301271424,
1973-01-16,5819.123112502039,1385.2453829651304,2318.5291830598403,419.7208545145587,
1973-01-17,5819.522365319644,1385.227165391685,2309.487985407081,451.41130156727496,
1973-01-18,5819.921618137249,1433.754846851788,2357.9462530911946,465.5338643216173,
1973-01-19,5820.320870954854,1529.0066977137085,2501.292456514444,621.8716582418824,
1973-01-20,5820.720123772459,1667.7454105921915,2610.86431335294,762.3937123674485,
1973-01-21,5821.119376590064,1845.4201407858618,2813.4588005972996,915.7081353805322,
1973-01-22,5821.518629407669,2056.3085266125718,2997.250324868743,1120.1382654731,
1973-01-23,5821.917882225273,2293.6943089138867,3239.6383193280926,1344.5128057591335,
1973-01-24,5822.317135042878,2550.0751391397685,3494.3311419314323,1627.96414086277,
1973-01-25,5822.716387860483,2817.3942971151323,3767.2019813326315,1937.9090886369797,
1973-01-26,5823.115640678088,3087.289357307873,4090.310374618773,2114.258360431454,
1973-01-27,5823.514893495693,3351.350365182951,4293.758755269773,2418.4570280555204,
1973-01-28,5823.914146313298,3601.379826063155,4611.883154452137,2722.5584547575036,
1973-01-29,5824.313399130903,3829.6467745114333,4812.469901700373,2847.5936083818656,
1973-01-30,5824.712651948508,4029.127382778829,5003.963195953372,3081.00251656148,
1973-01-31,5825.111904766113,4193.724976000798,5124.939118814925,3183.977196116845,
1973-02-01,5825.511157583718,4318.462936974718,5237.959481119229,3419.291858580412,
1973-02-02,5825.910410401323,4399.644786003435,5376.038457595008,3384.802308566084,
1973-02-03,5826.309663218928,4434.976687596387,5357.340951918585,3474.4517289400683,
1973-02-04,5826.708916036533,4423.648737297816,5363.472944078959,3521.5568575383754,
1973-02-05,5827.108168854138,4366.3725862765905,5288.011777655925,3412.202848181284,
1973-02-06,5827.507421671743,4265.37423343393,5287.893251125438,3277.1248592947013,
1973-02-07,5827.906674489347,4124.342117706915,5127.267361886205,3225.140467138461,
1973-02-08,5828.305927306952,3948.331939248749,4887.4319489003665,2885.296116440616,
1973-02-09,5828.705180124557,3743.630889885964,4657.658669510336,2833.5083380228957,
1973-02-10,5829.104432942163,3517.585144724695,4468.855489395948,2570.9991555340403,
1973-02-11,5829.503685759768,3278.395524494359,4192.450456126662,2311.8788654656273,
1973-02-12,5829.902938577373,3034.8871520752823,3924.206718694859,2019.6269450358677,
1973-02-13,5830.302191394977,2796.259670807928,3666.207825031404,1816.0186914035623,
1973-02-14,5830.701444212582,2571.8251457813412,3552.6776947384415,1639.9380587464002,
1973-02-15,5831.100697030187,2370.7411170530186,3281.801741462625,1487.179179665563,
1973-02-16,5831.499949847792,2201.7464063824773,3105.0135168997517,1222.1393066608787,
1973-02-17,5831.899202665397,2072.907193497259,2999.3360539934138,1143.8361333431224,
1973-02-18,5832.298455483002,1991.380577398255,2908.865598798672,1022.863838364992,
1973-02-19,5832.697708300607,1963.202332160029,2969.295698025278,1038.77311831707,
1973-02-20,5833.096961118212,1993.104870381454,2969.0654287508564,1084.8299032904986,
1973-02-21,5833.496213935817,2084.370561598742,2977.739890294116,1080.0661625771754,
1973-02-22,5833.895466753422,2238.7245430689945,3202.1466912712817,1313.1323486209953,
1973-02-23,5834.294719571027,2456.2700358965253,3427.4957599847335,1465.6387622569664,
1973-02-24,5834.693972388632,2735.4679731861784,3624.5304045695675,1752.7724946555575,
1973-02-25,5835.093225206237,3073.1614936542433,3967.8771185669993,2079.919700048118,
1973-02-26,5835.492478023842,3464.6445899802534,4507.954873207954,2551.943584068202,
1973-02-27,5835.891730841447,3903.7729623516793,4855.312099193385,2948.2497192731735,
1973-02-28,5836.290983659051,4383.113949442239,5315.334447921527,3488.9672570876874,
1973-03-01,5836.690236476656,4894.131324850122,5856.082712776445,3911.709506392558,
1973-03-02,5837.089489294261,5427.399787311566,6373.433576092383,4490.627927198551,
1973-03-03,5837.488742111866,5972.8431645569335,6960.123157998818,4987.040540331503,
1973-03-04,5837.887994929471,6519.98971575456,7479.582561486836,5617.428297992232,
1973-03-05,5838.2872477470755,7058.237473245443,8055.3197073651145,6147.943221065501,
1973-03-06,5838.686500564681,7577.122322272353,8521.963354183681,6620.832505406622,
1973-03-07,5839.085753382286,8066.581483337699,9011.425710449894,7098.9949335731635,
1973-03-08,5839.485006199891,8517.20523534757,9441.647177280207,7570.561264090791,
1973-03-09,5839.884259017496,8920.470092513193,9909.955753430117,8033.579021199341,
1973-03-10,5840.2835118351,9268.947212027644,10232.664120791209,8362.104570302681,
1973-03-11,5840.682764652705,9556.480545386457,10495.855135140406,8582.769122678576,
1973-03-12,5841.08201747031,9778.330131620263,10690.704922497898,8789.636775183042,
1973-03-13,5841.481270287915,9931.276939239753,10872.321489575474,8971.179111063397,
1973-03-14,5841.88052310552,10013.686765579474,10927.494746079914,9062.8733321032,
1973-03-15,5842.279775923124,10025.531865209727,11021.30571573182,9026.417339460066,
1973-03-16,5842.679028740729,9968.370169384669,10896.083020976648,8968.82907673663,
1973-03-17,5843.078281558335,9845.283141781776,10720.044808064798,8878.59147278225,
1973-03-18,5843.47753437594,9660.774458219428,10602.168280383237,8642.115310615505,
1973-03-19,5843.876787193545,9420.632767196439,10382.40073011913,8435.080378097358,
1973-03-20,5844.27604001115,9131.762753951176,9985.685615298376,8216.182069102326,
1973-03-21,5844.675292828755,8801.98956649468,9765.79793652185,7833.494702902437,
1973-03-22,5845.07454564636,8439.842344917344,9420.854178981004,7471.530876596823,
1973-03-23,5845.473798463964,8054.323107027782,8992.029460570766,7136.530252971449,
1973-03-24,5845.873051281569,7654.667570996677,8682.283512895568,6696.34823389816,
1973-03-25,5846.272304099174,7250.10463154478,8226.945496020011,6303.903453334641,
1973-03-26,5846.671556916779,6849.621148394069,7785.191502070714,5910.665722095327,
1973-03-27,5847.070809734384,6461.738457885843,7494.987861415844,5492.741358880415,
1973-03-28,5847.470062551989,6094.306590077433,7087.898909566722,5172.560164847247,
1973-03-29,5847.869315369594,5754.321578653441,6696.041733799869,4748.1849104057255,
1973-03-30,5848.268568187199,5447.770508752491,6374.886379341918,4518.842896878546,
1973-03-31,5848.667821004804,5179.508081566398,6171.421384995114,4193.64318986445,
1973-04-01,5849.067073822409,4953.167510972526,5862.790544327431,3963.805086516317,
1973-04-02,5849.466326640014,4771.107535764691,5674.436482254485,3825.8893624718194,
1973-04-03,5849.865579457619,4634.396262219741,5568.095924573312,3711.6690021613126,
1973-04-04,5850.264832275224,4542.83147752682,5426.023020608889,3598.5362440776316,
1973-04-05,5850.664085092829,4494.996026604349,5449.050658289929,3584.3364422000363,
1973-04-06,5851.063337910433,4488.345853534016,5390.93695499053,3528.3471000810364,
1973-04-07,5851.462590728038,4519.327402769082,5449.5035185991255,3575.871488640189,
1973-04-08,5851.861843545643,4583.520280119595,5531.110247429661,3625.9208827028892,
1973-04-09,5852.261096363248,4675.800411432107,5722.479317575544,3803.46942947365,
1973-04-10,5852.660349180854,4790.51842582921,5741.307202955263,3883.4853197055877,
1973-04-11,5853.059601998459,4921.687643645857,5894.991497772932,3904.863149861196,
1973-04-12,5853.458854816063,5063.175875044585,6053.823894822611,4140.425472162883,
1973-04-13,5853.858107633668,5208.895236728631,6085.746353541528,4266.571867201418,
1973-04-14,5854.257360451273,5352.984368929869,6308.443059536945,4364.892358689539,
1973-04-15,5854.656613268878,5489.977775488394,6491.638571145189,4591.162458540138,
1973-04-16,5855.055866086483,5614.957504021777,6555.62233619473,4652.697371698701,
1973-04-17,5855.455118904088,5723.683014065924,6689.297887151136,4762.534291881466,
1973-04-18,5855.854371721693,5812.695827873088,6762.715143297582,4810.457318059811,
1973-04-19,5856.253624539298,5879.39639720488,6853.570131923362,4925.552155260427,
1973-04-20,5856.6528773569025,5922.091523339334,6846.912223959477,4997.903043569401,
1973-04-21,5857.0521301745075,5940.011608303233,6918.090656513375,4934.00722026485,
1973-04-22,5857.4513829921125,5933.297963866627,6837.715305736248,5010.326343462847,
1973-04-23,5857.8506358097175,5902.961331978065,6901.601854797806,4987.134361911291,
1973-04-24,5858.249888627322,5850.8136478719525,6805.269184482372,4883.7900785176535,
1973-04-25,5858.649141444927,5779.3758786333465,6721.265623542912,4775.486581950076,
1973-04-26,5859.0483942625315,5691.765471704859,6679.9512819626725,4777.925739547454,
1973-04-27,5859.447647080136,5591.567529080178,6593.758615860786,4648.061909069097,
1973-04-28,5859.846899897741,5482.694267069488,6498.662996507402,4526.3104607706,
1973-04-29,5860.246152715346,5369.237616176205,6316.0510041013185,4477.620916923809,
1973-04-30,5860.645405532951,5255.319953188121,6246.900119436077,4319.603063847037,
1973-05-01,5861.044658350556,5144.94793531947,6122.15391437602,4153.677946792142,
1973-05-02,5861.443911168161,5041.874226392633,6012.24390727187,4027.1677171732895,
1973-05-03,5861.843163985766,4949.471574722798,5881.1364496275055,3952.1206414381904,
1973-05-04,5862.242416803372,4870.623233279796,5817.731025121424,3945.57103887657,
1973-05-05,5862.641669620977,4807.633120799697,5806.50081604078,3815.126145308371,
1973-05-06,5863.040922438582,4762.158427465291,5690.211424350309,3828.972501669462,
1973-05-07,5863.440175256186,4735.166593315908,5620.021176837455,3769.4835702585074,
1973-05-08,5863.839428073791,4726.917756807775,5736.1501936701725,3822.839249286342,
1973-05-09,5864.238680891396,4736.972911635821,5750.172464494025,3828.493504923852,
1973-05-10,5864.637933709001,4764.227149501619,5717.300299316384,3821.183811744621,
1973-05-11,5865.037186526606,4806.966532337234,5758.603820947973,3807.278533387868,
1973-05-12,5865.43643934421,4862.946355987858,5804.154920823067,3961.595316555412,
1973-05-13,5865.835692161815,4929.48786317595,5934.394955769052,3946.5193757373117,
1973-05-14,5866.23494497942,5003.589858860498,5880.318979495874,4097.3254118310415,
1973-05-15,5866.634197797026,5082.051194814374,6069.8194556388535,4124.490118775633,
1973-05-16,5867.033450614631,5161.599737550753,6228.412936275699,4171.299233365886,
1973-05-17,5867.432703432236,5239.0232255717,6115.410582596231,4326.912430289135,
1973-05-18,5867.831956249841,5311.297364678058,6244.2519374887115,4403.614931530194,
1973-05-19,5868.231209067446,5375.706605380261,6364.668700410514,4465.401529452187,
1973-05-20,5868.630461885051,5429.953291131988,6430.481951151227,4508.063766030381,
1973-05-21,5869.029714702656,5472.25125230166,6402.387347279847,4512.614246106121,
1973-05-22,5869.42896752026,5501.400436196788,6464.293559388013,4515.380351568411,
1973-05-23,5869.828220337865,5516.83979171376,6406.712796397819,4562.156406151073,
