date,sales,prediction,forecast,upperbound,lowerbound,trend
1951-02-01,150.0,126.84133412166435,NaN,NaN,NaN,160.04115682332232
1951-03-01,178.0,164.7356589783398,NaN,NaN,NaN,161.98339332809033
1951-04-01,163.0,157.28216119689063,NaN,NaN,NaN,164.1337266012263
1951-05-01,172.0,164.14305722714175,NaN,NaN,NaN,166.21469446096845
1951-06-01,178.0,200.9684153648303,NaN,NaN,NaN,168.36502791603533
1951-07-01,199.0,241.69490209415454,NaN,NaN,NaN,170.44599577577748
1951-08-01,199.0,240.20430100007874,NaN,NaN,NaN,172.59632923084436
1951-09-01,184.0,191.94613398833653,NaN,NaN,NaN,174.74666268591122
1951-10-01,162.0,154.77865482098343,NaN,NaN,NaN,176.82763069878413
1951-11-01,146.0,121.96896504676333,NaN,NaN,NaN,178.97796431208613
1951-12-01,166.0,150.68758698249044,NaN,NaN,NaN,181.05893232495904
1952-01-01,171.0,158.65533626139268,NaN,NaN,NaN,183.20926593826104
1952-02-01,180.0,150.64203876902909,NaN,NaN,NaN,185.35959957663113
1952-03-01,193.0,185.34026770061317,NaN,NaN,NaN,187.3712020125258
1952-04-01,181.0,185.50306496602954,NaN,NaN,NaN,189.52153565089588
1952-05-01,183.0,187.11974509921396,NaN,NaN,NaN,191.6025036880283
1952-06-01,218.0,228.8939789739318,NaN,NaN,NaN,193.7528373263984
1952-07-01,230.0,266.53211120867303,NaN,NaN,NaN,195.83380556871703
1952-08-01,242.0,266.4651705728449,NaN,NaN,NaN,197.98413941911292
1952-09-01,209.0,216.29519156143573,NaN,NaN,NaN,200.1344732695088
1952-10-01,191.0,180.7236222304776,NaN,NaN,NaN,202.21544151182746
1952-11-01,172.0,144.89285809928765,NaN,NaN,NaN,204.3657753622234
1952-12-01,194.0,173.13709260077928,NaN,NaN,NaN,206.4467437379511
1953-01-01,196.0,187.2073243546466,NaN,NaN,NaN,208.5970777262031
1953-02-01,196.0,180.680157093696,NaN,NaN,NaN,210.74741171445513
1953-03-01,236.0,212.25043152982792,NaN,NaN,NaN,212.68964886513436
1953-04-01,235.0,209.88242954767526,NaN,NaN,NaN,214.83998834268647
1953-05-01,229.0,213.2372500816193,NaN,NaN,NaN,216.9209620306401
1953-06-01,243.0,253.37637194912463,NaN,NaN,NaN,219.0713015081922
1953-07-01,264.0,292.04324126664426,NaN,NaN,NaN,221.15227519614584
1953-08-01,272.0,291.5029246626076,NaN,NaN,NaN,223.30261467369792
1953-09-01,237.0,242.07226149422164,NaN,NaN,NaN,225.5721215190809
1953-10-01,211.0,206.07337331890446,NaN,NaN,NaN,227.7684184662257
1953-11-01,180.0,171.35892270599024,NaN,NaN,NaN,230.0379253116087
1953-12-01,201.0,199.93822740279336,NaN,NaN,NaN,232.23422225875342
1954-01-01,204.0,212.29590593677455,NaN,NaN,NaN,234.70186361677426
1954-02-01,188.0,205.52034208279272,NaN,NaN,NaN,237.1695049747951
1954-03-01,235.0,240.55403302329495,NaN,NaN,NaN,239.39834233042683
1954-04-01,227.0,235.96391576920763,NaN,NaN,NaN,241.86598368844767
1954-05-01,234.0,241.37428552614787,NaN,NaN,NaN,244.25402371233884
1954-06-01,264.0,280.448467795698,NaN,NaN,NaN,246.98938934889824
1954-07-01,302.0,320.7110571722143,NaN,NaN,NaN,249.63651738427836
1954-08-01,293.0,320.2809681492548,NaN,NaN,NaN,252.37188302083777
1954-09-01,259.0,271.9535163275481,NaN,NaN,NaN,255.10724865739726
1954-10-01,229.0,236.11564635081353,NaN,NaN,NaN,257.996527924395
1954-11-01,203.0,203.1248031049844,NaN,NaN,NaN,260.9821165002927
1954-12-01,229.0,232.5552608082941,NaN,NaN,NaN,263.87139576729044
1955-01-01,242.0,243.3958527335271,NaN,NaN,NaN,266.85698434318806
1955-02-01,233.0,236.64275021742722,NaN,NaN,NaN,269.8425729190858
1955-03-01,267.0,275.41676675989214,NaN,NaN,NaN,272.66450110964394
1955-04-01,269.0,268.93721334485394,NaN,NaN,NaN,275.78877874919056
1955-05-01,270.0,276.74063600524477,NaN,NaN,NaN,278.81227323907433
1955-06-01,315.0,314.53993832741475,NaN,NaN,NaN,281.9365508786209
1955-07-01,364.0,356.2089516868798,NaN,NaN,NaN,284.96004536850467
1955-08-01,347.0,355.6923054894284,NaN,NaN,NaN,288.08433372019465
1955-09-01,312.0,308.4080933743101,NaN,NaN,NaN,291.2086220718847
1955-10-01,274.0,272.18315105055746,NaN,NaN,NaN,294.2321269283589
1955-11-01,237.0,240.34741601472666,NaN,NaN,NaN,297.3564152800489
1955-12-01,278.0,270.0085748312613,NaN,NaN,NaN,300.37992017373193
1956-01-01,284.0,278.95027888700145,NaN,NaN,NaN,303.504208563871
1956-02-01,277.0,271.9109361464107,NaN,NaN,NaN,306.62849695401
1956-03-01,317.0,307.52028403932275,NaN,NaN,NaN,309.55121835123686
1956-04-01,313.0,308.65703605650646,NaN,NaN,NaN,312.67550674137595
1956-05-01,318.0,311.21625303808355,NaN,NaN,NaN,315.6990116269015
1956-06-01,374.0,353.96444165614304,NaN,NaN,NaN,318.82330000861117
1956-07-01,413.0,392.54511053409226,NaN,NaN,NaN,321.84680489413677
1956-08-01,405.0,393.45212442957734,NaN,NaN,NaN,324.9710932758465
1956-09-01,355.0,344.25609997073275,NaN,NaN,NaN,328.0953816788061
1956-10-01,306.0,309.62706730354455,NaN,NaN,NaN,331.11888658489596
1956-11-01,271.0,274.77025772491976,NaN,NaN,NaN,334.24317498785547
1956-12-01,306.0,303.95702875677506,NaN,NaN,NaN,337.2666798939454
1957-01-01,315.0,319.00121492534885,NaN,NaN,NaN,340.39096829690493
1957-02-01,301.0,313.44800223048213,NaN,NaN,NaN,343.51525685124375
1957-03-01,356.0,345.89797756501923,NaN,NaN,NaN,346.3371949003238
1957-04-01,348.0,344.5039246596502,NaN,NaN,NaN,349.46148345466264
1957-05-01,355.0,348.80127655822844,NaN,NaN,NaN,352.48498850724843
1957-06-01,422.0,389.9143476746459,NaN,NaN,NaN,355.6092772337127
1957-07-01,465.0,429.52374852337203,NaN,NaN,NaN,358.6327824528717
1957-08-01,467.0,429.9573811682467,NaN,NaN,NaN,361.757071179336
1957-09-01,404.0,381.3814998809414,NaN,NaN,NaN,364.8813599058003
1957-10-01,347.0,346.20981997763846,NaN,NaN,NaN,367.9048651249593
1957-11-01,305.0,312.350151250355,NaN,NaN,NaN,371.02915385597305
1957-12-01,336.0,341.75666422357403,NaN,NaN,NaN,374.05265907953486
1958-01-01,340.0,354.7709901305492,NaN,NaN,NaN,377.17694781054865
1958-02-01,318.0,348.652073649561,NaN,NaN,NaN,380.3012365415624
1958-03-01,362.0,384.27886567862424,NaN,NaN,NaN,383.12317498575294
1958-04-01,348.0,380.3453960582936,NaN,NaN,NaN,386.24746397753546
1958-05-01,363.0,386.3912312672656,NaN,NaN,NaN,389.2709694534539
1958-06-01,435.0,425.8543368920341,NaN,NaN,NaN,392.39525844523644
1958-07-01,491.0,466.4933037090903,NaN,NaN,NaN,395.418763921155
1958-08-01,505.0,466.45213815669945,NaN,NaN,NaN,398.5430530282839
1958-09-01,404.0,418.5136098055607,NaN,NaN,NaN,401.6673421354128
1958-10-01,359.0,382.80996614937476,NaN,NaN,NaN,404.69084772295685
1958-11-01,310.0,349.9578234347784,NaN,NaN,NaN,407.8151368300857
1958-12-01,337.0,379.5225074586343,NaN,NaN,NaN,410.83864241762984
1959-01-01,360.0,390.5017999150983,NaN,NaN,NaN,413.96293152475863
1959-02-01,342.0,383.88739793022694,NaN,NaN,NaN,417.08722063188753
1959-03-01,406.0,422.661424830509,NaN,NaN,NaN,419.909159180262
1959-04-01,396.0,416.181882883055,NaN,NaN,NaN,423.03344828739097
1959-05-01,420.0,423.9853166411056,NaN,NaN,NaN,426.056953874935
1959-06-01,472.0,461.78463043085685,NaN,NaN,NaN,429.1812429820639
1959-07-01,548.0,503.45365488798274,NaN,NaN,NaN,432.20474856960794
1959-08-01,559.0,502.93700944597043,NaN,NaN,NaN,435.32903767673685
1959-09-01,463.0,455.6527980862918,NaN,NaN,NaN,438.45332678386575
1959-10-01,407.0,419.42785649360746,NaN,NaN,NaN,441.4768323714098
1959-11-01,362.0,387.5921222132154,NaN,NaN,NaN,444.6011214785387
1959-12-01,405.0,417.253281723615,NaN,NaN,NaN,447.6246270660828
1960-01-01,417.0,426.1949864963404,NaN,NaN,NaN,450.7489161732116
1960-02-01,391.0,419.1556444727418,NaN,NaN,NaN,453.8732052803405
1960-03-01,419.0,454.7649930363821,NaN,NaN,NaN,456.7959273482998
1960-04-01,461.0,455.9017457705622,NaN,NaN,NaN,459.9202164554287
1960-05-01,472.0,458.4609634541572,NaN,NaN,NaN,462.94372204297275
1960-06-01,535.0,501.20915279763506,NaN,NaN,NaN,466.06801115010165
1960-07-01,622.0,539.7898223776006,NaN,NaN,NaN,469.09151673764575
1960-08-01,606.0,540.6968369985061,NaN,NaN,NaN,472.2158058447746
1960-09-01,508.0,491.50081324383115,NaN,NaN,NaN,475.3400949519035
1960-10-01,461.0,456.87178125809737,NaN,NaN,NaN,478.3636005394476
1960-11-01,390.0,422.0149723836408,NaN,NaN,NaN,481.4878896465765
1960-12-01,432.0,451.2017440969503,NaN,NaN,NaN,484.5113952341205
1961-01-01,,466.2459309696952,466.2459309696952,512.3309007554386,422.4905161898736,487.6356843412494
1961-02-01,,,460.6927188276154,502.8198593046995,416.21493836654844,490.7599734483782
1961-03-01,,,493.1426946614514,537.7145586242026,449.0907138432639,493.58191199675275
1961-04-01,,,491.7486423088689,535.404685673284,448.6807689812975,496.70620110388165
1961-05-01,,,496.04599474240604,539.3055937323704,454.14315013798966,499.7297066914257
1961-06-01,,,537.1590662394876,578.9373398185295,492.3761808391445,502.8539957985546
1961-07-01,,,576.7684674565996,623.2868585904383,533.8463043645922,505.8775013860987
1961-08-01,,,577.2021004821383,620.8428825269768,533.3445388852732,509.0017904932276
1961-09-01,,,528.6262195754991,569.711019895679,486.16017035824683,512.1260796003564
1961-10-01,,,493.45454004058087,534.6680005405616,448.9152571799505,515.1495851879005
1961-11-01,,,459.59487168941,502.16886607289246,414.38097983711435,518.2738742950294
1961-12-01,,,489.00138502661383,529.1730830901059,440.9581530710949,521.2973798825735
1962-01-01,,,502.01571130970245,546.3199659664591,459.44129365019836,524.4216689897023
1962-02-01,,,495.89679520483145,541.871395301451,450.6113210804092,527.5459580968312
1962-03-01,,,531.5235873380767,576.0920558094076,485.648663237198,530.3678966452057
1962-04-01,,,527.5901178330917,572.9084690612319,484.60340645708544,533.4921857523345
1962-05-01,,,533.6359531536898,576.7733897997753,494.1400486590854,536.5156913398787
1962-06-01,,,573.0990588938033,617.3050709515735,530.0707698301727,539.6399804470076
1962-07-01,,,613.7380258224866,657.5250544059012,568.318700967205,542.6634860345516
1962-08-01,,,613.6968602700962,658.4675540546318,569.8721853364099,545.7877751416804
1962-09-01,,,565.7583319189577,607.4218872547887,522.8716504064348,548.9120642488093
1962-10-01,,,530.0546882627712,575.1501108760294,484.269478707855,551.9355698363535
1962-11-01,,,497.20254554817456,543.0137280694555,455.09928626647104,555.0598589434824
1962-12-01,,,526.7672295720296,572.9329002817396,481.4750898281641,558.0833645310264
1963-01-01,,,537.7465220284946,582.3044574307892,494.14682632932755,561.2076536381553
1963-02-01,,,531.1321200436247,574.9761358269152,489.7807362901376,564.3319427452841
1963-03-01,,,569.9061469439076,610.9641661577272,523.591309061438,567.1538812936587
1963-04-01,,,563.4266049964501,607.3000583833613,521.3495134777008,570.2781704007875
1963-05-01,,,571.2300387545024,613.86645853039,529.9949826689264,573.3016759883316
1963-06-01,,,609.0293525442528,648.8882466573847,563.6307055378143,576.4259650954605
1963-07-01,,,650.698377001381,692.4449484926291,607.2091332067623,579.4494706830046
1963-08-01,,,650.1817315593674,693.2684772242567,605.7979728283631,582.5737597901335
1963-09-01,,,602.8975201996875,647.1027074435368,560.9452160602553,585.6980488972623
1963-10-01,,,566.6725786070028,612.2635932281653,520.2411474288417,588.7215544848065
1963-11-01,,,534.8368443266145,582.0596243945721,491.0156353081842,591.8458435919352
1963-12-01,,,564.4980038370109,606.7672123183567,515.8526348920968,594.8693491794794
